rank,code,name,market,return_pct,start_date,start_price,end_date,end_price,source
167,301093.SZ,华兰股份,A,186.70078419606168,2025-07-31,20.310373306274414,2026-07-31,58.22999954223633,Yahoo Finance yfinance auto_adjust=True
168,000510.SZ,新金路,A,186.6242015002451,2025-07-31,4.710000038146973,2026-07-31,13.5,Yahoo Finance yfinance auto_adjust=True
169,01027.HK,中国集成控股,HK,186.61418579303088,2025-08-01,1.2699999809265137,2026-07-31,3.640000104904175,Yahoo Finance chart adjclose
170,301369.SZ,联动科技,A,186.5879247798586,2025-07-31,39.3701171875,2026-07-31,112.83000183105469,Yahoo Finance yfinance auto_adjust=True
171,02336.HK,硕奥国际,HK,186.51684358586226,2025-08-01,0.08900000154972076,2026-07-31,0.2549999952316284,Yahoo Finance chart adjclose
172,08208.HK,WMCH GLOBAL,HK,186.0465098146235,2025-08-01,0.0430000014603138,2026-07-31,0.12300000339746475,Yahoo Finance chart adjclose
173,002491.SZ,通鼎互联,A,185.48058117187463,2025-07-31,4.889999866485596,2026-07-31,13.960000038146973,Yahoo Finance yfinance auto_adjust=True
174,688409.SH,富创精密,A,184.05920825167152,2025-07-31,58.09000015258789,2026-07-31,165.00999450683594,Yahoo Finance yfinance auto_adjust=True
175,601872.SH,招商轮船,A,183.76973114507834,2025-07-31,5.916769504547119,2026-07-31,16.790000915527344,Yahoo Finance yfinance auto_adjust=True
176,01156.HK,CHINANEWENERGY,HK,183.65382769271855,2025-08-01,0.10400000214576721,2026-07-31,0.29499998688697815,Yahoo Finance chart adjclose
177,300814.SZ,中富电路,A,178.95388378934604,2025-07-31,35.90916061401367,2026-07-31,100.16999816894531,Yahoo Finance yfinance auto_adjust=True
178,08186.HK,曼妠,HK,178.48101113014854,2025-08-01,0.39500001072883606,2026-07-31,1.100000023841858,Yahoo Finance chart adjclose
179,08281.HK,中国金典集团,HK,178.3505183146019,2025-08-01,0.09700000286102295,2026-07-31,0.27000001072883606,Yahoo Finance chart adjclose
180,08131.HK,辰罡科技,HK,177.90695871208922,2025-08-01,0.0860000029206276,2026-07-31,0.23899999260902405,Yahoo Finance chart adjclose
181,301086.SZ,鸿富瀚,A,177.47342531541648,2025-07-31,33.40860366821289,2026-07-31,92.69999694824219,Yahoo Finance yfinance auto_adjust=True
182,000811.SZ,冰轮环境,A,177.2144060566263,2025-07-31,12.73382568359375,2026-07-31,35.29999923706055,Yahoo Finance yfinance auto_adjust=True
183,603608.SH,天创时尚,A,176.3843596476779,2025-07-31,6.139999866485596,2026-07-31,16.969999313354492,Yahoo Finance yfinance auto_adjust=True
184,06036.HK,光丽科技,HK,175.86207841532215,2025-08-01,0.4350000023841858,2026-07-31,1.2000000476837158,Yahoo Finance chart adjclose
185,01102.HK,环能国际,HK,175.5102222348595,2025-08-01,0.04899999871850014,2026-07-31,0.13500000536441803,Yahoo Finance chart adjclose
186,300503.SZ,昊志机电,A,173.38722910611665,2025-07-31,23.212495803833008,2026-07-31,63.459999084472656,Yahoo Finance yfinance auto_adjust=True
187,08637.HK,元续科技,HK,173.076929425347,2025-08-01,1.2999999523162842,2026-07-31,3.549999952316284,Yahoo Finance chart adjclose
