rank,code,name,market,return_pct,start_date,start_price,end_date,end_price,source
77,01201.HK,天臣控股,HK,234.84847732264615,2025-08-01,0.6600000262260437,2026-07-31,2.2100000381469727,Yahoo Finance chart adjclose
78,02381.HK,蚬壳电业,HK,234.11180812267403,2025-08-01,0.09577631950378418,2026-07-31,0.3199999928474426,Yahoo Finance chart adjclose
79,06163.HK,彭顺国际,HK,230.00000819563854,2025-08-01,0.20000000298023224,2026-07-31,0.6600000262260437,Yahoo Finance chart adjclose
80,02521.HK,升辉清洁,HK,225.80644603078252,2025-08-01,0.3100000023841858,2026-07-31,1.0099999904632568,Yahoo Finance chart adjclose
81,01718.HK,宏基集团控股,HK,225.4901956201104,2025-08-01,0.2549999952316284,2026-07-31,0.8299999833106995,Yahoo Finance chart adjclose
82,01347.HK,华虹半导体,HK,225.22180119268032,2025-08-01,39.45000076293945,2026-07-31,128.3000030517578,Yahoo Finance chart adjclose
83,09938.HK,华和控股,HK,223.52943067044708,2025-08-01,0.10199999809265137,2026-07-31,0.33000001311302185,Yahoo Finance chart adjclose
84,01152.HK,正乾金融控股,HK,219.178080514037,2025-08-01,0.0729999989271164,2026-07-31,0.2329999953508377,Yahoo Finance chart adjclose
85,01652.HK,福森药业,HK,215.62500407453635,2025-08-01,0.3199999928474426,2026-07-31,1.0099999904632568,Yahoo Finance chart adjclose
86,01613.HK,协同通信,HK,214.81481113551587,2025-08-01,0.27000001072883606,2026-07-31,0.8500000238418579,Yahoo Finance chart adjclose
87,03789.HK,御佳控股,HK,211.11109797075756,2025-08-01,0.06300000101327896,2026-07-31,0.19599999487400055,Yahoo Finance chart adjclose
88,02528.HK,尚晋国际控股,HK,211.1110890353176,2025-08-01,0.27000001072883606,2026-07-31,0.8399999737739563,Yahoo Finance chart adjclose
89,02178.HK,百勤油服,HK,210.1449375517154,2025-08-01,0.0689999982714653,2026-07-31,0.21400000154972076,Yahoo Finance chart adjclose
90,01481.HK,竣球控股,HK,206.12244302160997,2025-08-01,0.49000000953674316,2026-07-31,1.5,Yahoo Finance chart adjclose
91,01637.HK,顺兴集团控股,HK,204.108078613976,2025-08-01,0.14468540251255035,2026-07-31,0.4399999976158142,Yahoo Finance chart adjclose
92,09893.HK,比优集团,HK,203.872907504006,2025-08-01,0.5594444274902344,2026-07-31,1.7000000476837158,Yahoo Finance chart adjclose
93,02227.HK,守益控股,HK,203.03031671364673,2025-08-01,0.0989999994635582,2026-07-31,0.30000001192092896,Yahoo Finance chart adjclose
94,01941.HK,烨星集团,HK,202.85713166606652,2025-08-01,0.17499999701976776,2026-07-31,0.5299999713897705,Yahoo Finance chart adjclose
95,09900.HK,智云科技建设,HK,196.51161743022757,2025-08-01,1.7200000286102295,2026-07-31,5.099999904632568,Yahoo Finance chart adjclose
96,01888.HK,建滔积层板,HK,196.36797961006067,2025-08-01,9.926848411560059,2026-07-31,29.420000076293945,Yahoo Finance chart adjclose
97,03830.HK,童园国际,HK,193.9394042019017,2025-08-01,0.06599999964237213,2026-07-31,0.1940000057220459,Yahoo Finance chart adjclose
98,08100.HK,名科国际,HK,188.1355945045528,2025-08-01,0.11800000071525574,2026-07-31,0.3400000035762787,Yahoo Finance chart adjclose
99,01027.HK,中国集成控股,HK,186.61418579303088,2025-08-01,1.2699999809265137,2026-07-31,3.640000104904175,Yahoo Finance chart adjclose
100,02336.HK,硕奥国际,HK,186.51684358586226,2025-08-01,0.08900000154972076,2026-07-31,0.2549999952316284,Yahoo Finance chart adjclose
101,08208.HK,WMCH GLOBAL,HK,186.0465098146235,2025-08-01,0.0430000014603138,2026-07-31,0.12300000339746475,Yahoo Finance chart adjclose
102,03997.HK,电讯首科,HK,185.71429057997108,2025-08-01,0.699999988079071,2026-07-31,2.0,Yahoo Finance chart adjclose
103,01156.HK,CHINANEWENERGY,HK,183.65382769271855,2025-08-01,0.10400000214576721,2026-07-31,0.29499998688697815,Yahoo Finance chart adjclose
104,08186.HK,曼妠,HK,178.48101113014854,2025-08-01,0.39500001072883606,2026-07-31,1.100000023841858,Yahoo Finance chart adjclose
105,08281.HK,中国金典集团,HK,178.3505183146019,2025-08-01,0.09700000286102295,2026-07-31,0.27000001072883606,Yahoo Finance chart adjclose
106,08131.HK,辰罡科技,HK,177.90695871208922,2025-08-01,0.0860000029206276,2026-07-31,0.23899999260902405,Yahoo Finance chart adjclose
